id_ccbh,blast2go_go_id,blast2go_e_value,blast2go_hits
PA4851_06930,P:GO:0090650,0.0,20
PA4851_06935,F:GO:0005515,1.69834E-53,8
PA4851_06935,C:GO:0005829,1.69834E-53,8
PA4851_06935,P:GO:0010165,1.69834E-53,8
PA4851_06935,P:GO:0034641,1.69834E-53,8
PA4851_06935,P:GO:0043170,1.69834E-53,8
PA4851_06935,F:GO:0043906,1.69834E-53,8
PA4851_06935,F:GO:0043907,1.69834E-53,8
PA4851_06935,P:GO:0044238,1.69834E-53,8
PA4851_06940,F:GO:0004370,0.0,20
PA4851_06940,F:GO:0005524,0.0,20
PA4851_06940,P:GO:0006072,0.0,20
PA4851_06940,P:GO:0016310,0.0,20
PA4851_06940,P:GO:0019563,0.0,20
PA4851_06945,F:GO:0005515,0.0,20
PA4851_06945,C:GO:0005737,0.0,20
PA4851_06945,P:GO:0009058,0.0,20
PA4851_06945,P:GO:0010605,0.0,20
PA4851_06945,F:GO:0016853,0.0,20
PA4851_06945,P:GO:0031324,0.0,20
PA4851_06945,P:GO:0051172,0.0,20
PA4851_06945,P:GO:0051241,0.0,20
PA4851_06945,P:GO:0080090,0.0,20
PA4851_06945,P:GO:0090101,0.0,20
PA4851_06950,,,
PA4851_06955,C:GO:0016020,1.1585E-19,3
PA4851_06960,F:GO:0000166,7.48026E-7,20
PA4851_06960,F:GO:0004008,7.48026E-7,20
PA4851_06960,F:GO:0005507,7.48026E-7,20
PA4851_06960,F:GO:0005524,7.48026E-7,20
PA4851_06960,C:GO:0005737,7.48026E-7,20
PA4851_06960,C:GO:0005886,7.48026E-7,20
PA4851_06960,P:GO:0006811,7.48026E-7,20
PA4851_06960,P:GO:0006812,7.48026E-7,20
PA4851_06960,P:GO:0006825,7.48026E-7,20
PA4851_06960,C:GO:0016020,7.48026E-7,20
PA4851_06960,C:GO:0016021,7.48026E-7,20
PA4851_06960,F:GO:0016787,7.48026E-7,20
PA4851_06960,F:GO:0019829,7.48026E-7,20
PA4851_06960,P:GO:0030001,7.48026E-7,20
PA4851_06960,F:GO:0046872,7.48026E-7,20
PA4851_06960,P:GO:0060003,7.48026E-7,20
PA4851_06960,P:GO:0099132,7.48026E-7,20
PA4851_06965,F:GO:0003700,1.14223E-33,20
PA4851_06965,F:GO:0005515,1.14223E-33,20
PA4851_06965,F:GO:0008144,1.14223E-33,20
PA4851_06965,P:GO:0042493,1.14223E-33,20
PA4851_06965,F:GO:0043565,1.14223E-33,20
PA4851_06965,P:GO:0045892,1.14223E-33,20
PA4851_06970,C:GO:0005886,1.7692E-62,20
PA4851_06970,F:GO:0015299,1.7692E-62,20
PA4851_06970,P:GO:0015833,1.7692E-62,20
PA4851_06970,P:GO:0015893,1.7692E-62,20
PA4851_06970,P:GO:0055085,1.7692E-62,20
PA4851_06975,,,
PA4851_06980,F:GO:0003700,0.0,20
PA4851_06980,P:GO:0006355,0.0,20
PA4851_06980,F:GO:0043565,0.0,20
PA4851_06980,P:GO:2000284,0.0,20
PA4851_06985,F:GO:0000062,0.0,20
PA4851_06985,F:GO:0004491,0.0,20
PA4851_06985,F:GO:0005507,0.0,20
PA4851_06985,C:GO:0005654,0.0,20
PA4851_06985,C:GO:0005759,0.0,20
PA4851_06985,P:GO:0006210,0.0,20
PA4851_06985,P:GO:0006574,0.0,20
PA4851_06985,P:GO:0006979,0.0,20
PA4851_06985,F:GO:0016790,0.0,20
PA4851_06985,F:GO:0018478,0.0,20
PA4851_06985,P:GO:0019483,0.0,20
PA4851_06985,P:GO:0019484,0.0,20
PA4851_06985,P:GO:0055114,0.0,20
PA4851_06990,C:GO:0005759,0.0,20
PA4851_06990,P:GO:0006551,0.0,20
PA4851_06990,P:GO:0006565,0.0,20
PA4851_06990,P:GO:0006574,0.0,20
PA4851_06990,F:GO:0008442,0.0,20
PA4851_06990,F:GO:0008679,0.0,20
PA4851_06990,P:GO:0042838,0.0,20
PA4851_06990,F:GO:0043621,0.0,20
PA4851_06990,F:GO:0043718,0.0,20
PA4851_06990,P:GO:0046392,0.0,20
PA4851_06990,F:GO:0050661,0.0,20
PA4851_06990,P:GO:0051187,0.0,20
PA4851_06990,F:GO:0051287,0.0,20
PA4851_06990,P:GO:0051289,0.0,20
PA4851_06990,P:GO:0055114,0.0,20
PA4851_06995,F:GO:0000166,0.0,20
PA4851_06995,F:GO:0003987,0.0,20
PA4851_06995,C:GO:0005759,0.0,20
PA4851_06995,P:GO:0006629,0.0,20
PA4851_06995,F:GO:0043167,0.0,20
PA4851_06995,P:GO:0046951,0.0,20
PA4851_06995,F:GO:0050218,0.0,20
PA4851_07000,F:GO:0003723,1.24604E-75,20
PA4851_07000,P:GO:0009409,1.24604E-75,20
PA4851_07000,C:GO:0009570,1.24604E-75,20
PA4851_07000,C:GO:0009579,1.24604E-75,20
PA4851_07000,C:GO:0009941,1.24604E-75,20
PA4851_07000,C:GO:0010319,1.24604E-75,20
PA4851_07000,P:GO:0032501,1.24604E-75,20
PA4851_07000,F:GO:0035671,1.24604E-75,20
PA4851_07000,F:GO:0035798,1.24604E-75,20
PA4851_07000,F:GO:0043168,1.24604E-75,20
PA4851_07000,C:GO:0048046,1.24604E-75,20
PA4851_07000,F:GO:0050661,1.24604E-75,20
PA4851_07000,P:GO:0055114,1.24604E-75,20
PA4851_07000,P:GO:0070887,1.24604E-75,20
PA4851_07005,F:GO:0004497,4.51271E-12,13
PA4851_07005,C:GO:0005737,4.51271E-12,13
PA4851_07005,C:GO:0005829,4.51271E-12,13
PA4851_07005,P:GO:0009636,4.51271E-12,13
PA4851_07005,F:GO:0016491,4.51271E-12,13
PA4851_07005,F:GO:0016853,4.51271E-12,13
PA4851_07005,F:GO:0016861,4.51271E-12,13
PA4851_07005,P:GO:0019439,4.51271E-12,13
PA4851_07005,P:GO:0055114,4.51271E-12,13
PA4851_07010,F:GO:0003677,1.23845E-37,20
PA4851_07010,F:GO:0003700,1.23845E-37,20
PA4851_07010,P:GO:0006355,1.23845E-37,20
PA4851_07010,P:GO:0009890,1.23845E-37,20
PA4851_07010,P:GO:0010604,1.23845E-37,20
PA4851_07010,P:GO:0031325,1.23845E-37,20
PA4851_07010,P:GO:0051173,1.23845E-37,20
PA4851_07015,F:GO:0004518,1.1403E-48,20
PA4851_07015,F:GO:0005515,1.1403E-48,20
PA4851_07015,C:GO:0005737,1.1403E-48,20
PA4851_07015,P:GO:0090304,1.1403E-48,20
PA4851_07020,F:GO:0003677,6.03301E-90,20
PA4851_07020,P:GO:0006096,6.03301E-90,20
PA4851_07020,P:GO:0006355,6.03301E-90,20
PA4851_07025,F:GO:0016740,3.24597E-161,20
PA4851_07030,P:GO:0006001,2.84964E-74,20
PA4851_07030,F:GO:0008662,2.84964E-74,20
PA4851_07030,P:GO:0044237,2.84964E-74,20
PA4851_07035,F:GO:0005515,0.0,20
PA4851_07035,C:GO:0005887,0.0,20
PA4851_07035,F:GO:0008982,0.0,20
PA4851_07035,P:GO:0009401,0.0,20
PA4851_07035,P:GO:0034219,0.0,20
PA4851_07035,P:GO:0051476,0.0,20
PA4851_07035,F:GO:0090581,0.0,20
PA4851_07035,F:GO:0090582,0.0,20
PA4851_07040,P:GO:0000003,2.88334E-159,20
PA4851_07040,P:GO:0001667,2.88334E-159,20
PA4851_07040,F:GO:0005488,2.88334E-159,20
PA4851_07040,C:GO:0005737,2.88334E-159,20
PA4851_07040,P:GO:0006024,2.88334E-159,20
PA4851_07040,P:GO:0007166,2.88334E-159,20
PA4851_07040,P:GO:0009790,2.88334E-159,20
PA4851_07040,F:GO:0016616,2.88334E-159,20
PA4851_07040,P:GO:0030166,2.88334E-159,20
PA4851_07040,P:GO:0033692,2.88334E-159,20
PA4851_07040,P:GO:0043436,2.88334E-159,20
PA4851_07040,P:GO:0048729,2.88334E-159,20
PA4851_07040,P:GO:0048731,2.88334E-159,20
PA4851_07040,P:GO:0090130,2.88334E-159,20
PA4851_07045,C:GO:0005887,1.21163E-89,20
PA4851_07045,P:GO:0009103,1.21163E-89,20
PA4851_07045,P:GO:0009245,1.21163E-89,20
PA4851_07045,F:GO:0022857,1.21163E-89,20
PA4851_07045,P:GO:0055085,1.21163E-89,20
PA4851_07050,C:GO:0005887,6.10077E-74,20
PA4851_07050,P:GO:0009103,6.10077E-74,20
PA4851_07050,P:GO:0009245,6.10077E-74,20
PA4851_07050,F:GO:0022857,6.10077E-74,20
PA4851_07050,P:GO:0055085,6.10077E-74,20
PA4851_07055,F:GO:0000030,0.0,20
PA4851_07055,C:GO:0005886,0.0,20
PA4851_07055,P:GO:0006493,0.0,20
PA4851_07055,P:GO:0009103,0.0,20
PA4851_07055,P:GO:0009245,0.0,20
PA4851_07055,C:GO:0016021,0.0,20
PA4851_07055,P:GO:0097502,0.0,20
PA4851_07055,F:GO:0103015,0.0,20
PA4851_07060,P:GO:0009103,0.0,20
PA4851_07060,P:GO:0009245,0.0,20
PA4851_07060,F:GO:0016811,0.0,20
PA4851_07060,P:GO:0036108,0.0,20
PA4851_07060,P:GO:0046677,0.0,20
PA4851_07065,P:GO:0009103,0.0,20
PA4851_07065,P:GO:0009245,0.0,20
PA4851_07065,P:GO:0046677,0.0,20
PA4851_07065,F:GO:0050662,0.0,20
PA4851_07065,P:GO:0055114,0.0,20
PA4851_07065,F:GO:0099618,0.0,20
PA4851_07065,F:GO:0099619,0.0,20
PA4851_07070,C:GO:0005886,0.0,20
PA4851_07070,P:GO:0009103,0.0,20
PA4851_07070,P:GO:0009245,0.0,20
PA4851_07070,C:GO:0016021,0.0,20
PA4851_07070,F:GO:0016780,0.0,20
PA4851_07070,P:GO:0036108,0.0,20
PA4851_07070,P:GO:0046677,0.0,20
PA4851_07070,F:GO:0099621,0.0,20
PA4851_07075,P:GO:0009103,0.0,20
PA4851_07075,P:GO:0009245,0.0,20
PA4851_07075,F:GO:0030170,0.0,20
PA4851_07075,P:GO:0046677,0.0,20
PA4851_07075,F:GO:0099620,0.0,20
PA4851_07080,F:GO:0004475,0.0,20
PA4851_07080,F:GO:0004476,0.0,20
PA4851_07080,F:GO:0005525,0.0,20
PA4851_07080,P:GO:0006972,0.0,20
PA4851_07080,F:GO:0008928,0.0,20
PA4851_07080,P:GO:0009103,0.0,20
PA4851_07080,P:GO:0009242,0.0,20
PA4851_07080,P:GO:0009298,0.0,20
PA4851_07080,P:GO:0042121,0.0,20
PA4851_07085,P:GO:0042121,1.06256E-156,5
PA4851_07085,C:GO:0042597,1.06256E-156,5
PA4851_07085,P:GO:0051979,1.06256E-156,5
PA4851_07090,C:GO:0005886,0.0,10
PA4851_07090,F:GO:0016746,0.0,10
PA4851_07090,P:GO:0042121,0.0,10
PA4851_07090,C:GO:0042597,0.0,10
PA4851_07090,P:GO:0051979,0.0,10
PA4851_07095,C:GO:0005886,0.0,11
PA4851_07095,C:GO:0016021,0.0,11
PA4851_07095,F:GO:0016746,0.0,11
PA4851_07095,P:GO:0042121,0.0,11
PA4851_07095,P:GO:0051979,0.0,11
PA4851_07100,F:GO:0004794,0.0,20
PA4851_07100,P:GO:0042121,0.0,20
PA4851_07100,P:GO:0042122,0.0,20
PA4851_07100,C:GO:0042597,0.0,20
PA4851_07100,F:GO:0045135,0.0,20
PA4851_07105,F:GO:0016746,0.0,10
PA4851_07105,P:GO:0042121,0.0,10
PA4851_07105,C:GO:0042597,0.0,10
PA4851_07105,P:GO:0044010,0.0,10
PA4851_07110,F:GO:0016853,0.0,11
PA4851_07110,P:GO:0042121,0.0,11
PA4851_07110,C:GO:0042597,0.0,11
PA4851_07115,C:GO:0009279,0.0,4
PA4851_07115,P:GO:0042121,0.0,4
PA4851_07120,C:GO:0009279,0.0,4
PA4851_07120,P:GO:0042121,0.0,4
PA4851_07125,P:GO:0001676,0.0,4
PA4851_07125,F:GO:0004467,0.0,4
PA4851_07125,C:GO:0009276,0.0,4
PA4851_07125,F:GO:0035438,0.0,4
PA4851_07125,P:GO:0042121,0.0,4
PA4851_07125,C:GO:0042597,0.0,4
PA4851_07125,P:GO:0044010,0.0,4
PA4851_07125,F:GO:0047643,0.0,4
PA4851_07130,C:GO:0005887,0.0,4
PA4851_07130,P:GO:0030213,0.0,4
PA4851_07130,P:GO:0042121,0.0,4
PA4851_07130,P:GO:0045226,0.0,4
PA4851_07130,F:GO:0047643,0.0,4
PA4851_07130,F:GO:0050501,0.0,4
PA4851_07130,P:GO:0085029,0.0,4
PA4851_07135,P:GO:0006970,0.0,20
PA4851_07135,P:GO:0036460,0.0,20
PA4851_07135,P:GO:0042121,0.0,20
PA4851_07135,P:GO:0044010,0.0,20
PA4851_07135,F:GO:0047919,0.0,20
PA4851_07135,F:GO:0051287,0.0,20
PA4851_07135,P:GO:0055114,0.0,20
PA4851_07140,C:GO:0005829,0.0,20
PA4851_07140,P:GO:0033194,0.0,20
PA4851_07145,P:GO:0006812,6.26288E-73,20
PA4851_07145,F:GO:0015075,6.26288E-73,20
PA4851_07145,P:GO:0015698,6.26288E-73,20
PA4851_07145,P:GO:0015846,6.26288E-73,20
PA4851_07145,F:GO:0042626,6.26288E-73,20
PA4851_07145,P:GO:0055085,6.26288E-73,20
PA4851_07150,F:GO:0004585,0.0,20
PA4851_07150,C:GO:0005737,0.0,20
PA4851_07150,P:GO:0006527,0.0,20
PA4851_07150,F:GO:0016597,0.0,20
PA4851_07150,P:GO:0042450,0.0,20
PA4851_07155,,,
PA4851_07160,F:GO:0016787,3.61079E-167,20
PA4851_07165,F:GO:0016491,3.7455E-41,20
PA4851_07165,P:GO:0044237,3.7455E-41,20
PA4851_07165,F:GO:0048037,3.7455E-41,20
PA4851_07165,P:GO:0055114,3.7455E-41,20
PA4851_07165,P:GO:0071704,3.7455E-41,20
PA4851_07170,F:GO:0005515,4.52648E-55,20
PA4851_07170,C:GO:0005759,4.52648E-55,20
PA4851_07170,C:GO:0005829,4.52648E-55,20
PA4851_07170,F:GO:0009055,4.52648E-55,20
PA4851_07170,F:GO:0015035,4.52648E-55,20
PA4851_07170,F:GO:0015038,4.52648E-55,20
PA4851_07170,P:GO:0022900,4.52648E-55,20
PA4851_07170,P:GO:0045454,4.52648E-55,20
PA4851_07170,F:GO:0046872,4.52648E-55,20
PA4851_07170,F:GO:0051537,4.52648E-55,20
PA4851_07175,C:GO:0016020,1.99384E-43,4
PA4851_07180,F:GO:0004322,2.82918E-83,20
PA4851_07180,C:GO:0005576,2.82918E-83,20
PA4851_07180,C:GO:0005829,2.82918E-83,20
PA4851_07180,C:GO:0005886,2.82918E-83,20
PA4851_07180,P:GO:0006826,2.82918E-83,20
PA4851_07180,P:GO:0006880,2.82918E-83,20
PA4851_07180,F:GO:0008199,2.82918E-83,20
PA4851_07180,P:GO:0010039,2.82918E-83,20
PA4851_07180,F:GO:0020037,2.82918E-83,20
PA4851_07180,P:GO:0033214,2.82918E-83,20
PA4851_07180,F:GO:0042802,2.82918E-83,20
PA4851_07180,P:GO:0055114,2.82918E-83,20
PA4851_07185,F:GO:0005515,1.13889E-9,6
PA4851_07185,F:GO:0051537,1.13889E-9,6
PA4851_07190,C:GO:0005615,8.32556E-80,20
PA4851_07190,C:GO:0005719,8.32556E-80,20
PA4851_07190,C:GO:0005730,8.32556E-80,20
PA4851_07190,C:GO:0005759,8.32556E-80,20
PA4851_07190,C:GO:0005782,8.32556E-80,20
PA4851_07190,C:GO:0005790,8.32556E-80,20
PA4851_07190,C:GO:0005829,8.32556E-80,20
PA4851_07190,P:GO:0008283,8.32556E-80,20
PA4851_07190,F:GO:0008379,8.32556E-80,20
PA4851_07190,P:GO:0019430,8.32556E-80,20
PA4851_07190,F:GO:0020037,8.32556E-80,20
PA4851_07190,P:GO:0022417,8.32556E-80,20
PA4851_07190,P:GO:0032872,8.32556E-80,20
PA4851_07190,P:GO:0034101,8.32556E-80,20
PA4851_07190,P:GO:0036091,8.32556E-80,20
PA4851_07190,P:GO:0042267,8.32556E-80,20
PA4851_07190,P:GO:0042744,8.32556E-80,20
PA4851_07190,F:GO:0042803,8.32556E-80,20
PA4851_07190,P:GO:0043066,8.32556E-80,20
PA4851_07190,C:GO:0043209,8.32556E-80,20
PA4851_07190,P:GO:0043433,8.32556E-80,20
PA4851_07190,P:GO:0045454,8.32556E-80,20
PA4851_07190,F:GO:0051082,8.32556E-80,20
PA4851_07190,P:GO:0061692,8.32556E-80,20
PA4851_07190,P:GO:1901222,8.32556E-80,20
PA4851_07195,F:GO:0000287,9.57409E-168,20
PA4851_07195,F:GO:0003676,9.57409E-168,20
PA4851_07195,C:GO:0005829,9.57409E-168,20
PA4851_07195,F:GO:0008408,9.57409E-168,20
PA4851_07195,F:GO:0016896,9.57409E-168,20
PA4851_07195,P:GO:0042780,9.57409E-168,20
PA4851_07195,C:GO:0044776,9.57409E-168,20
PA4851_07195,P:GO:0045004,9.57409E-168,20
PA4851_07195,P:GO:0090503,9.57409E-168,20
PA4851_07200,F:GO:0004151,0.0,20
PA4851_07200,C:GO:0005829,0.0,20
PA4851_07200,P:GO:0006207,0.0,20
PA4851_07200,F:GO:0008270,0.0,20
PA4851_07200,P:GO:0044205,0.0,20
PA4851_07205,F:GO:0005515,3.1122E-32,20
PA4851_07205,C:GO:0031246,3.1122E-32,20
PA4851_07205,C:GO:0032153,3.1122E-32,20
PA4851_07205,P:GO:0051301,3.1122E-32,20
PA4851_07210,P:GO:0000050,0.0,20
PA4851_07210,P:GO:0000053,0.0,20
PA4851_07210,F:GO:0004055,0.0,20
PA4851_07210,F:GO:0005524,0.0,20
PA4851_07210,C:GO:0005737,0.0,20
PA4851_07210,P:GO:0006526,0.0,20
PA4851_07215,F:GO:0004462,3.46776E-69,20
PA4851_07215,F:GO:0005515,3.46776E-69,20
PA4851_07215,C:GO:0005773,3.46776E-69,20
PA4851_07215,C:GO:0005777,3.46776E-69,20
PA4851_07215,C:GO:0005829,3.46776E-69,20
PA4851_07215,C:GO:0005886,3.46776E-69,20
PA4851_07215,P:GO:0006749,3.46776E-69,20
PA4851_07215,P:GO:0006979,3.46776E-69,20
PA4851_07215,P:GO:0009409,3.46776E-69,20
PA4851_07215,C:GO:0009570,3.46776E-69,20
PA4851_07215,P:GO:0009636,3.46776E-69,20
PA4851_07215,P:GO:0009651,3.46776E-69,20
PA4851_07215,C:GO:0009941,3.46776E-69,20
PA4851_07215,C:GO:0010319,3.46776E-69,20
PA4851_07215,F:GO:0016151,3.46776E-69,20
PA4851_07215,F:GO:0016491,3.46776E-69,20
PA4851_07215,P:GO:0019243,3.46776E-69,20
PA4851_07215,F:GO:0019863,3.46776E-69,20
PA4851_07215,C:GO:0031977,3.46776E-69,20
PA4851_07215,P:GO:0046686,3.46776E-69,20
PA4851_07215,P:GO:0050794,3.46776E-69,20
PA4851_07220,F:GO:0005215,7.38101E-49,20
PA4851_07220,F:GO:0005515,7.38101E-49,20
PA4851_07220,C:GO:0005886,7.38101E-49,20
PA4851_07220,C:GO:0031224,7.38101E-49,20
PA4851_07220,P:GO:0042493,7.38101E-49,20
PA4851_07220,C:GO:0042597,7.38101E-49,20
PA4851_07220,P:GO:0055085,7.38101E-49,20
PA4851_07225,C:GO:0005887,0.0,20
PA4851_07225,P:GO:0006855,0.0,20
PA4851_07225,F:GO:0015307,0.0,20
PA4851_07225,F:GO:0042802,0.0,20
PA4851_07230,P:GO:0006810,4.86105E-46,20
PA4851_07230,C:GO:0016020,4.86105E-46,20
PA4851_07230,F:GO:0022857,4.86105E-46,20
PA4851_07230,P:GO:0042221,4.86105E-46,20
PA4851_07235,C:GO:0005575,3.10142E-5,2
PA4851_07235,C:GO:0005829,3.10142E-5,2
PA4851_07235,P:GO:0006811,3.10142E-5,2
PA4851_07235,P:GO:0006825,3.10142E-5,2
PA4851_07235,P:GO:0006878,3.10142E-5,2
PA4851_07235,P:GO:0006979,3.10142E-5,2
PA4851_07235,F:GO:0015097,3.10142E-5,2
PA4851_07235,P:GO:0015680,3.10142E-5,2
PA4851_07235,P:GO:0015694,3.10142E-5,2
PA4851_07235,F:GO:0016531,3.10142E-5,2
PA4851_07235,P:GO:0030001,3.10142E-5,2
PA4851_07235,F:GO:0032767,3.10142E-5,2
PA4851_07235,C:GO:0042597,3.10142E-5,2
PA4851_07235,F:GO:0045340,3.10142E-5,2
PA4851_07235,P:GO:0046689,3.10142E-5,2
PA4851_07235,F:GO:0046872,3.10142E-5,2
PA4851_07240,,,
PA4851_07245,,,
PA4851_07250,P:GO:0006167,4.33905E-96,20
PA4851_07250,F:GO:0016842,4.33905E-96,20
PA4851_07255,P:GO:0009152,1.49961E-83,20
PA4851_07255,F:GO:0016840,1.49961E-83,20
PA4851_07260,P:GO:0008152,3.56882E-8,20
PA4851_07260,F:GO:0008168,3.56882E-8,20
PA4851_07265,,,
PA4851_07270,F:GO:0000703,5.28434E-111,20
PA4851_07270,F:GO:0003690,5.28434E-111,20
PA4851_07270,F:GO:0005515,5.28434E-111,20
PA4851_07270,P:GO:0006285,5.28434E-111,20
PA4851_07270,P:GO:0034644,5.28434E-111,20
PA4851_07270,F:GO:0046872,5.28434E-111,20
PA4851_07270,F:GO:0051539,5.28434E-111,20
PA4851_07270,C:GO:0071944,5.28434E-111,20
PA4851_07270,F:GO:0140078,5.28434E-111,20
PA4851_07275,C:GO:0005886,2.93427E-170,20
PA4851_07275,C:GO:0016021,2.93427E-170,20
PA4851_07275,F:GO:0016491,2.93427E-170,20
PA4851_07275,P:GO:0022900,2.93427E-170,20
PA4851_07280,C:GO:0005886,2.00115E-151,20
PA4851_07280,F:GO:0009055,2.00115E-151,20
PA4851_07280,F:GO:0010181,2.00115E-151,20
PA4851_07280,C:GO:0016021,2.00115E-151,20
PA4851_07280,P:GO:0022900,2.00115E-151,20
PA4851_07285,C:GO:0005886,0.0,20
PA4851_07285,C:GO:0016021,0.0,20
PA4851_07285,F:GO:0016491,0.0,20
PA4851_07285,P:GO:0022900,0.0,20
PA4851_07285,P:GO:0055085,0.0,20
PA4851_07290,C:GO:0005886,0.0,20
PA4851_07290,F:GO:0009055,0.0,20
PA4851_07290,P:GO:0022900,0.0,20
PA4851_07290,F:GO:0046872,0.0,20
PA4851_07290,F:GO:0051539,0.0,20
PA4851_07295,C:GO:0005886,5.67645E-134,20
PA4851_07295,F:GO:0009055,5.67645E-134,20
PA4851_07295,P:GO:0022900,5.67645E-134,20
PA4851_07295,F:GO:0046872,5.67645E-134,20
PA4851_07295,F:GO:0051539,5.67645E-134,20
PA4851_07300,C:GO:0005886,7.51824E-135,20
PA4851_07300,C:GO:0016021,7.51824E-135,20
PA4851_07300,F:GO:0016651,7.51824E-135,20
PA4851_07300,P:GO:0022900,7.51824E-135,20
PA4851_07305,,,
PA4851_07310,,,
PA4851_07315,,,
PA4851_07320,F:GO:0000049,0.0,20
PA4851_07320,F:GO:0004825,0.0,20
PA4851_07320,F:GO:0005524,0.0,20
PA4851_07320,C:GO:0005829,0.0,20
PA4851_07320,P:GO:0006431,0.0,20
PA4851_07320,F:GO:0046872,0.0,20
PA4851_07325,F:GO:0005524,6.71555E-167,20
PA4851_07325,C:GO:0005759,6.71555E-167,20
PA4851_07325,C:GO:0005829,6.71555E-167,20
PA4851_07325,C:GO:0005886,6.71555E-167,20
PA4851_07325,C:GO:0009570,6.71555E-167,20
PA4851_07325,P:GO:0016226,6.71555E-167,20
PA4851_07325,F:GO:0016887,6.71555E-167,20
PA4851_07325,P:GO:0032981,6.71555E-167,20
PA4851_07325,F:GO:0046872,6.71555E-167,20
PA4851_07325,F:GO:0051539,6.71555E-167,20
PA4851_07325,P:GO:0070584,6.71555E-167,20
PA4851_07330,F:GO:0000166,1.05594E-141,20
PA4851_07330,P:GO:0006226,1.05594E-141,20
PA4851_07330,P:GO:0006229,1.05594E-141,20
PA4851_07330,F:GO:0008829,1.05594E-141,20
PA4851_07330,P:GO:0015949,1.05594E-141,20
PA4851_07335,P:GO:0006629,0.0,5
PA4851_07335,F:GO:0016746,0.0,5
PA4851_07340,P:GO:0008202,3.99526E-22,20
PA4851_07340,F:GO:0016758,3.99526E-22,20
PA4851_07340,P:GO:0044237,3.99526E-22,20
PA4851_07340,C:GO:0044424,3.99526E-22,20
PA4851_07340,P:GO:0048856,3.99526E-22,20
PA4851_07340,P:GO:1901576,3.99526E-22,20
PA4851_07345,F:GO:0000976,0.0,20
PA4851_07345,F:GO:0001216,0.0,20
PA4851_07345,F:GO:0001217,0.0,20
PA4851_07345,P:GO:0009372,0.0,20
PA4851_07345,P:GO:0032467,0.0,20
PA4851_07345,C:GO:0032993,0.0,20
PA4851_07345,P:GO:0045862,0.0,20
PA4851_07345,P:GO:0045892,0.0,20
PA4851_07345,P:GO:0046889,0.0,20
PA4851_07345,P:GO:1900378,0.0,20
PA4851_07345,P:GO:1903018,0.0,20
PA4851_07345,P:GO:2000144,0.0,20
PA4851_07350,P:GO:0009372,9.22761E-149,20
PA4851_07350,P:GO:0044249,9.22761E-149,20
PA4851_07350,F:GO:0061579,9.22761E-149,20
PA4851_07355,F:GO:0004664,0.0,20
PA4851_07355,P:GO:0009094,0.0,20
PA4851_07355,C:GO:0042597,0.0,20
PA4851_07355,F:GO:0047769,0.0,20
PA4851_07355,P:GO:0071705,0.0,20
PA4851_07360,C:GO:0005886,0.0,5
PA4851_07360,C:GO:0016021,0.0,5
PA4851_07365,C:GO:0005887,0.0,11
PA4851_07370,F:GO:0003796,2.4275E-42,20
PA4851_07370,F:GO:0004175,2.4275E-42,20
PA4851_07370,P:GO:0009254,2.4275E-42,20
PA4851_07370,C:GO:0016020,2.4275E-42,20
PA4851_07370,C:GO:0071944,2.4275E-42,20
PA4851_07375,F:GO:0004471,0.0,20
PA4851_07375,C:GO:0005829,0.0,20
PA4851_07375,P:GO:0006090,0.0,20
PA4851_07375,P:GO:0006108,0.0,20
PA4851_07375,F:GO:0008948,0.0,20
PA4851_07375,F:GO:0046872,0.0,20
PA4851_07375,F:GO:0051287,0.0,20
PA4851_07375,P:GO:0055114,0.0,20
PA4851_07380,C:GO:0005737,6.25273E-4,10
PA4851_07380,P:GO:0006402,6.25273E-4,10
PA4851_07380,F:GO:0016787,6.25273E-4,10
PA4851_07380,F:GO:0016818,6.25273E-4,10
PA4851_07380,F:GO:0034353,6.25273E-4,10
PA4851_07385,P:GO:0034641,2.00826E-35,7
PA4851_07385,P:GO:0044281,2.00826E-35,7
PA4851_07385,P:GO:0046483,2.00826E-35,7
PA4851_07385,P:GO:1901360,2.00826E-35,7
PA4851_07385,P:GO:1901564,2.00826E-35,7
PA4851_07390,C:GO:0005886,2.23772E-116,7
PA4851_07390,F:GO:0008381,2.23772E-116,7
PA4851_07390,C:GO:0016021,2.23772E-116,7
PA4851_07390,F:GO:0042802,2.23772E-116,7
PA4851_07390,P:GO:0071470,2.23772E-116,7
PA4851_07395,C:GO:0016020,4.13053E-68,20
PA4851_07395,C:GO:0031410,4.13053E-68,20
PA4851_07395,C:GO:0045202,4.13053E-68,20
PA4851_07400,P:GO:0000027,3.26196E-86,20
PA4851_07400,F:GO:0005515,3.26196E-86,20
PA4851_07400,F:GO:0005524,3.26196E-86,20
PA4851_07400,C:GO:0005829,3.26196E-86,20
PA4851_07400,C:GO:0005840,3.26196E-86,20
PA4851_07400,F:GO:0008143,3.26196E-86,20
PA4851_07400,P:GO:0009408,3.26196E-86,20
PA4851_07400,P:GO:0009409,3.26196E-86,20
PA4851_07400,P:GO:0010501,3.26196E-86,20
PA4851_07400,F:GO:0032575,3.26196E-86,20
PA4851_07400,F:GO:0033592,3.26196E-86,20
PA4851_07400,F:GO:0034057,3.26196E-86,20
PA4851_07400,F:GO:0034459,3.26196E-86,20
PA4851_07400,C:GO:0043590,3.26196E-86,20
PA4851_07405,C:GO:0005886,3.3505E-11,2
PA4851_07405,F:GO:0015307,3.3505E-11,2
